molecule_chembl_id,target_chembl_id,canonical_smiles,standard_value,pIC50,assay_chembl_id,target_family,assay_type,compound_class,toxicity_risk,solubility_level,num_h_donors,num_h_acceptors,tpsa,num_rotatable_bonds,lipinski_compliant
CHEMBL177833,CHEMBL1907599,CC(=O)N1CSC[C@@H]1C(=O)N[C@@H](Cc1ccc(OC(=O)c2c(Cl)cccc2Cl)cc1)C(=O)O,6.0,8.221848749616356,CHEMBL823500,Integrin alpha-4/beta-1,B,Peptide,4,4,2.0,6.0,113.01,7.0,0
CHEMBL177833,CHEMBL1907599,CC(=O)N1CSC[C@@H]1C(=O)N[C@@H](Cc1ccc(OC(=O)c2c(Cl)cccc2Cl)cc1)C(=O)O,24.0,7.619788758288394,CHEMBL823501,Integrin alpha-4/beta-1,B,Peptide,3,1,2.0,6.0,113.01,7.0,0
CHEMBL161276,CHEMBL2094115,C[C@H](Nc1nccc(-c2cc(N3CCNCC3)nnc2-c2cccc(C(F)(F)F)c2)n1)c1ccccc1,0.6,9.221848749616356,CHEMBL732894,MAP kinase p38,B,Peptide,1,5,2.0,7.0,78.86,6.0,0
CHEMBL58747,CHEMBL335,O=C1C=C(c2cc(Cl)ccc2Cl)c2ccccc2C1=O,5050.0,5.296708621881338,CHEMBL772435,Protein-tyrosine phosphatase 1B,B,Small Molecule,4,4,0.0,2.0,34.14,1.0,1
CHEMBL433065,CHEMBL335,O=C(Nc1ccc2c(c1)C(=O)C(=O)C=C2c1ccccc1)OCc1ccccc1,2250.0,5.647817481888637,CHEMBL772435,Protein-tyrosine phosphatase 1B,B,Small Molecule,1,5,1.0,4.0,72.47,4.0,1
CHEMBL306035,CHEMBL4561,Cc1cc(C(=O)Nc2nc3ccccc3[nH]2)nn1-c1cccc(C(F)(F)F)c1,1000.0,6.0,CHEMBL750824,Neuropeptide Y receptor type 5,B,Small Molecule,3,1,2.0,4.0,75.6,3.0,1
CHEMBL65687,CHEMBL3102,S=c1[nH]ccn1Cc1cccc(Cl)c1,12022.64,4.920000156997057,CHEMBL669437,Dopamine beta-hydroxylase,B,Small Molecule,3,5,1.0,2.0,20.72,2.0,1
CHEMBL421644,CHEMBL283,COc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccccc3)CC2C(=O)NO)cc1,66.07,7.179995693191682,CHEMBL709184,Matrix metalloproteinase 3,B,Small Molecule,4,3,2.0,6.0,116.25,5.0,1
CHEMBL554247,CHEMBL2093866,Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc5cc(NC(=O)c6ccc(N(CCCl)CCCl)cc6)ccc5o4)cn3C)cn2C)cc1C(=O)NCCC(=N)N,5.0,8.301029995663981,CHEMBL677158,Estrogen receptor,B,Peptide,3,5,7.0,11.0,226.54,17.0,0
CHEMBL554247,CHEMBL2167,Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc5cc(NC(=O)c6ccc(N(CCCl)CCCl)cc6)ccc5o4)cn3C)cn2C)cc1C(=O)NCCC(=N)N,15.0,7.823908740944319,CHEMBL694129,Transforming protein p21/H-Ras-1,B,Peptide,3,4,7.0,11.0,226.54,17.0,0
CHEMBL1316,CHEMBL230,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,102.0,6.991399828238082,CHEMBL822751,Cyclooxygenase-2,B,Small Molecule,4,3,2.0,1.0,53.09,2.0,1
CHEMBL1316,CHEMBL221,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,13200.0,4.87942606879415,CHEMBL822750,Cyclooxygenase-1,B,Small Molecule,3,3,2.0,1.0,53.09,2.0,1
CHEMBL115432,CHEMBL3890,Cc1cc(Cl)ccc1Oc1cncc2sc(C(N)=O)cc12,370.0,6.431798275933005,CHEMBL802927,Selectin E,B,Small Molecule,2,5,1.0,4.0,65.21000000000001,3.0,1
CHEMBL115432,CHEMBL3735,Cc1cc(Cl)ccc1Oc1cncc2sc(C(N)=O)cc12,1000.0,6.0,CHEMBL818854,Vascular cell adhesion protein 1,B,Small Molecule,1,1,1.0,4.0,65.21000000000001,3.0,1
CHEMBL119348,CHEMBL3070,CNC(=O)c1cc2c(Oc3ccc(C(=O)NCCN4CCOCC4)cc3)cncc2s1,730.0,6.136677139879544,CHEMBL698938,Intercellular adhesion molecule-1,B,Small Molecule,5,3,2.0,7.0,92.79,7.0,1
CHEMBL119348,CHEMBL3735,CNC(=O)c1cc2c(Oc3ccc(C(=O)NCCN4CCOCC4)cc3)cncc2s1,1000.0,6.0,CHEMBL818854,Vascular cell adhesion protein 1,B,Small Molecule,3,5,2.0,7.0,92.79,7.0,1
CHEMBL169121,CHEMBL3891,CC(C)C[C@H](C=O)NC(=O)[C@@H](NS(C)(=O)=O)C(C)C,830.0,6.080921907623926,CHEMBL744609,Calpain 1,B,Small Molecule,1,5,2.0,4.0,92.34,8.0,1
CHEMBL76137,CHEMBL332,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(-c4ccccc4)cc3)CC2)cc1,1330.0,5.876148359032914,CHEMBL714547,Matrix metalloproteinase-1,B,Small Molecule,2,1,2.0,6.0,95.94,7.0,1
CHEMBL76137,CHEMBL321,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(-c4ccccc4)cc3)CC2)cc1,13.0,7.886056647693163,CHEMBL715225,Matrix metalloproteinase 9,B,Small Molecule,5,2,2.0,6.0,95.94,7.0,1
CHEMBL76137,CHEMBL280,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(-c4ccccc4)cc3)CC2)cc1,3.0,8.522878745280337,CHEMBL717016,Matrix metalloproteinase 13,B,Small Molecule,2,4,2.0,6.0,95.94,7.0,1
CHEMBL76137,CHEMBL3706,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(-c4ccccc4)cc3)CC2)cc1,610.0,6.214670164989233,CHEMBL812727,ADAM17,B,Small Molecule,2,5,2.0,6.0,95.94,7.0,1
CHEMBL310340,CHEMBL332,CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1,1380.0,5.860120913598763,CHEMBL714547,Matrix metalloproteinase-1,B,Small Molecule,1,4,2.0,6.0,101.93,7.0,1
CHEMBL310340,CHEMBL321,CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1,9.2,8.036212172654444,CHEMBL715225,Matrix metalloproteinase 9,B,Small Molecule,2,2,2.0,6.0,101.93,7.0,1
CHEMBL310340,CHEMBL280,CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1,1.4,8.853871964321762,CHEMBL717016,Matrix metalloproteinase 13,B,Small Molecule,1,3,2.0,6.0,101.93,7.0,1
CHEMBL310340,CHEMBL3706,CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1,177.0,6.752026733638194,CHEMBL812727,ADAM17,B,Small Molecule,2,1,2.0,6.0,101.93,7.0,1
CHEMBL336113,CHEMBL203,Cc1cccc(Nc2ncnc3ccc(N)cc23)c1,1000.0,6.0,CHEMBL677833,Epidermal growth factor receptor erbB1,B,Small Molecule,5,5,2.0,4.0,63.83,2.0,1
CHEMBL133024,CHEMBL203,C/N=N/Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,100.0,7.0,CHEMBL677833,Epidermal growth factor receptor erbB1,B,Small Molecule,5,2,2.0,5.0,74.56,4.0,1
CHEMBL3350907,CHEMBL1917,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)N(C)[C@@H](C(=O)c2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O,1000.0,6.0,CHEMBL805042,Somatostatin receptor 1,B,Peptide,4,1,12.0,14.0,349.36999999999995,14.0,0
CHEMBL3350907,CHEMBL1804,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)N(C)[C@@H](C(=O)c2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O,460.0,6.337242168318426,CHEMBL807087,Somatostatin receptor 2,B,Peptide,5,2,12.0,14.0,349.36999999999995,14.0,0
CHEMBL3350907,CHEMBL2028,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)N(C)[C@@H](C(=O)c2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O,447.0,6.349692476868063,CHEMBL807105,Somatostatin receptor 3,B,Peptide,2,1,12.0,14.0,349.36999999999995,14.0,0
CHEMBL3350907,CHEMBL1853,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)N(C)[C@@H](C(=O)c2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O,5.2,8.2839966563652,CHEMBL807047,Somatostatin receptor 4,B,Peptide,4,5,12.0,14.0,349.36999999999995,14.0,0
CHEMBL3350907,CHEMBL1792,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)N(C)[C@@H](C(=O)c2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O,768.0,6.114638779968488,CHEMBL807065,Somatostatin receptor 5,B,Peptide,4,4,12.0,14.0,349.36999999999995,14.0,0
CHEMBL104208,CHEMBL3085,Cc1nnn(O)c1CC(N)C(=O)O,1000000.0,3.0,CHEMBL680697,Excitatory amino acid transporter 1,B,Small Molecule,4,2,3.0,6.0,114.26,3.0,1
CHEMBL104208,CHEMBL4973,Cc1nnn(O)c1CC(N)C(=O)O,490000.0,3.309803919971486,CHEMBL680699,Excitatory amino acid transporter 2,B,Small Molecule,1,2,3.0,6.0,114.26,3.0,1
CHEMBL104208,CHEMBL2721,Cc1nnn(O)c1CC(N)C(=O)O,1000000.0,3.0,CHEMBL680701,Excitatory amino acid transporter 3,B,Small Molecule,1,1,3.0,6.0,114.26,3.0,1
CHEMBL337486,CHEMBL3590,CCCCCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCOCC1,50000.0,4.301029995663981,CHEMBL693215,Hormone sensitive lipase,B,Small Molecule,3,1,0.0,6.0,60.25,7.0,1
CHEMBL337486,CHEMBL1914,CCCCCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCOCC1,50000.0,4.301029995663981,CHEMBL654878,Butyrylcholinesterase,B,Small Molecule,1,2,0.0,6.0,60.25,7.0,1
CHEMBL337486,CHEMBL220,CCCCCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCOCC1,50000.0,4.301029995663981,CHEMBL643384,Acetylcholinesterase,B,Small Molecule,3,5,0.0,6.0,60.25,7.0,1
CHEMBL47986,CHEMBL203,O=CN/C=C/c1cc(O)ccc1O,14000.0,4.853871964321762,CHEMBL674643,Epidermal growth factor receptor erbB1,B,Small Molecule,1,5,3.0,3.0,69.56,3.0,1
CHEMBL292757,CHEMBL2093872,Oc1onc2c1CCNCC2,16000.0,4.795880017344075,CHEMBL685366,GABA-A receptor; anion channel,B,Small Molecule,3,5,2.0,4.0,58.290000000000006,0.0,1
CHEMBL544355,CHEMBL205,CC(C)CCNCc1cccc(C(=O)c2csc(S(N)(=O)=O)c2)c1.Cl,9.0,8.045757490560675,CHEMBL656569,Carbonic anhydrase II,B,Small Molecule,5,1,2.0,5.0,89.25999999999999,8.0,1
CHEMBL554875,CHEMBL205,CN1CCN(Cc2ccc(S(=O)(=O)c3csc(S(N)(=O)=O)c3)cc2)CC1.Cl,11.0,7.958607314841775,CHEMBL656569,Carbonic anhydrase II,B,Small Molecule,1,1,1.0,7.0,100.78,5.0,1
CHEMBL300711,CHEMBL286,CCCC[C@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCCN(C)C)C(C)C,1.5,8.823908740944319,CHEMBL803388,Renin,B,Peptide,4,1,4.0,9.0,141.70000000000002,23.0,0
CHEMBL300711,CHEMBL286,CCCC[C@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCCN(C)C)C(C)C,12.0,7.920818753952375,CHEMBL803387,Renin,B,Peptide,5,4,4.0,9.0,141.70000000000002,23.0,0
CHEMBL545059,CHEMBL4481,CCCCCC1N=C(N)CC1C(F)(F)F.Cl,10000.0,5.0,CHEMBL700508,"Nitric oxide synthase, inducible",B,Small Molecule,2,3,1.0,2.0,38.38,4.0,1
CHEMBL545059,CHEMBL4803,CCCCCC1N=C(N)CC1C(F)(F)F.Cl,336000.0,3.473660722610156,CHEMBL678360,"Nitric-oxide synthase, endothelial",B,Small Molecule,3,5,1.0,2.0,38.38,4.0,1
CHEMBL545059,CHEMBL3568,CCCCCC1N=C(N)CC1C(F)(F)F.Cl,9050.0,5.043351420794797,CHEMBL750653,"Nitric-oxide synthase, brain",B,Small Molecule,1,1,1.0,2.0,38.38,4.0,1
CHEMBL2303867,CHEMBL3890,O=C(O)Cc1cccc(-c2cc(C(=O)CSCc3cc(CSCC(=O)c4ccc(O[C@H]5O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]5O)c(-c5ccccc5CC(=O)O)c4)cc(CSCC(=O)c4ccc(O[C@H]5O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]5O)c(-c5ccccc5CC(=O)O)c4)c3)ccc2O[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)c1,4000000.0,2.397940008672037,CHEMBL802070,Selectin E,B,Peptide,2,3,15.0,27.0,461.2500000000001,33.0,0
CHEMBL2303867,CHEMBL3161,O=C(O)Cc1cccc(-c2cc(C(=O)CSCc3cc(CSCC(=O)c4ccc(O[C@H]5O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]5O)c(-c5ccccc5CC(=O)O)c4)cc(CSCC(=O)c4ccc(O[C@H]5O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]5O)c(-c5ccccc5CC(=O)O)c4)c3)ccc2O[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)c1,2000000.0,2.6989700043360187,CHEMBL810875,Leukocyte adhesion molecule-1,B,Peptide,3,4,15.0,27.0,461.2500000000001,33.0,0
CHEMBL10487,CHEMBL4611,O=c1oc(NCc2ccsc2)nc2ccccc12,62500.0,4.204119982655925,CHEMBL655961,Complement C1r,B,Small Molecule,1,2,1.0,5.0,55.13,3.0,1
CHEMBL10246,CHEMBL4611,O=c1oc(Nc2ccccc2I)nc2ccc(Cl)cc12,4000.0,5.3979400086720375,CHEMBL655961,Complement C1r,B,Small Molecule,3,2,1.0,4.0,55.13,2.0,1
CHEMBL10246,CHEMBL4611,O=c1oc(Nc2ccccc2I)nc2ccc(Cl)cc12,62500.0,4.204119982655925,CHEMBL655960,Complement C1r,B,Small Molecule,3,5,1.0,4.0,55.13,2.0,1
CHEMBL40245,CHEMBL230,Cc1c(Br)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,20.0,7.698970004336019,CHEMBL762912,Cyclooxygenase-2,B,Small Molecule,4,2,0.0,3.0,39.07,3.0,1
CHEMBL40245,CHEMBL221,Cc1c(Br)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,800.0,6.096910013008056,CHEMBL768745,Cyclooxygenase-1,B,Small Molecule,1,2,0.0,3.0,39.07,3.0,1
CHEMBL70240,CHEMBL2413,CC(C)(O)CCC(C[C@H](O)[C@H](Cc1ccc(F)cc1)NC(=O)c1cnc2ccccc2n1)C(N)=O,25000.0,4.6020599913279625,CHEMBL655681,C-C chemokine receptor type 1,B,Small Molecule,4,1,4.0,6.0,138.43,11.0,1
CHEMBL98995,CHEMBL279,COc1cccnc1Nc1ncc(-c2ccccc2)s1,46.0,7.337242168318426,CHEMBL812621,Vascular endothelial growth factor receptor 2,B,Small Molecule,1,3,1.0,5.0,47.04,4.0,1
CHEMBL98996,CHEMBL279,COc1ccnc(Nc2ncc(-c3ccccc3)s2)c1,11.0,7.958607314841775,CHEMBL812621,Vascular endothelial growth factor receptor 2,B,Small Molecule,1,5,1.0,5.0,47.04,4.0,1
CHEMBL432244,CHEMBL3921,COCCOc1ccc(-c2nc3cc(-c4ccccc4)ccc3o2)cc1N1C(=O)c2ccc(C(=O)O)cc2C1=O,4000.0,5.3979400086720375,CHEMBL872937,Heparanase,B,Peptide,2,2,1.0,7.0,119.17000000000002,8.0,0
CHEMBL109657,CHEMBL3921,CCCNc1ccc(N2C(=O)c3ccc(C(=O)O)cc3C2=O)cc1-c1nc2cc(-c3ccccc3)ccc2o1,250.0,6.6020599913279625,CHEMBL872937,Heparanase,B,Peptide,3,4,2.0,6.0,112.74,7.0,0
CHEMBL126208,CHEMBL244,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)NCC1CCN(c2ccncc2)CC1,14.0,7.853871964321762,CHEMBL662329,Coagulation factor X,B,Small Molecule,3,4,2.0,5.0,73.91,6.0,1
CHEMBL126208,CHEMBL204,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)NCC1CCN(c2ccncc2)CC1,10000.0,5.0,CHEMBL811067,Thrombin,B,Small Molecule,5,5,2.0,5.0,73.91,6.0,1
CHEMBL116245,CHEMBL244,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnccn2)NC(=O)OCc2ccccc2)C1O,106.0,6.97469413473523,CHEMBL681849,Coagulation factor X,B,Peptide,5,1,7.0,9.0,224.75,11.0,0
CHEMBL116245,CHEMBL204,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnccn2)NC(=O)OCc2ccccc2)C1O,2500.0,5.6020599913279625,CHEMBL815798,Thrombin,B,Peptide,4,1,7.0,9.0,224.75,11.0,0
CHEMBL116245,CHEMBL1801,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnccn2)NC(=O)OCc2ccccc2)C1O,2030.0,5.692503962086787,CHEMBL764384,Plasminogen,B,Peptide,1,4,7.0,9.0,224.75,11.0,0
CHEMBL116245,CHEMBL209,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnccn2)NC(=O)OCc2ccccc2)C1O,30.0,7.522878745280337,CHEMBL820684,Trypsin I,B,Peptide,4,4,7.0,9.0,224.75,11.0,0
CHEMBL312375,CHEMBL2093863,C#Cc1nnc(Cc2c(Cl)cncc2Cl)c2ccc(OC)cc12,93.33,7.029978734171634,CHEMBL768609,Phosphodiesterase 4,B,Small Molecule,3,1,0.0,4.0,47.900000000000006,3.0,1
CHEMBL84115,CHEMBL2093863,COc1ccc2c(c1)CN(C(C)=O)N=C2Cc1c(Cl)cncc1Cl,51.29,7.289967300934246,CHEMBL768609,Phosphodiesterase 4,B,Small Molecule,1,2,0.0,4.0,54.79,3.0,1
CHEMBL79661,CHEMBL2093863,COc1ccc2c(c1)CN(S(C)(=O)=O)N=C2Cc1c(Cl)cncc1Cl,21.0,7.67778070526608,CHEMBL765688,Phosphodiesterase 4,B,Small Molecule,2,2,0.0,5.0,71.86,4.0,1
CHEMBL79661,CHEMBL2093863,COc1ccc2c(c1)CN(S(C)(=O)=O)N=C2Cc1c(Cl)cncc1Cl,20.89,7.680061560019691,CHEMBL768609,Phosphodiesterase 4,B,Small Molecule,4,4,0.0,5.0,71.86,4.0,1
CHEMBL278794,CHEMBL1907601,O=C1NC(=O)c2c1c1c3ccccc3cnc1c1[nH]c3c(CCO)cccc3c21,2000.0,5.698970004336019,CHEMBL666090,Cyclin-dependent kinase 4/cyclin D1,B,Small Molecule,1,1,3.0,4.0,95.08,2.0,1
CHEMBL282102,CHEMBL2002,C=CCc1c(N)ccc2cnccc12,3000.0,5.522878745280337,CHEMBL615267,Inosine-5'-monophosphate dehydrogenase 2,B,Small Molecule,3,5,1.0,2.0,38.91,2.0,1
CHEMBL349486,CHEMBL4561,COc1ccc2c(c1)C(O)(CNC(=O)C1CCN(C(=O)Cn3c(=O)sc4ccc(Cl)cc43)CC1)CCC2,1.0,9.0,CHEMBL750829,Neuropeptide Y receptor type 5,B,Peptide,2,5,2.0,7.0,100.87,6.0,0
CHEMBL292463,CHEMBL3735,N#Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,10000.0,5.0,CHEMBL818222,Vascular cell adhesion protein 1,B,Small Molecule,4,5,0.0,5.0,110.07,2.0,1
CHEMBL384352,CHEMBL4607,CNCC(=O)N[C@@H](CCCN=C(N)N)C(=O)N1C[C@H]2C[C@H]1C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O)CCSS2,0.47,9.327902142064282,CHEMBL647843,Angiotensin II type 2 (AT-2) receptor,B,Peptide,2,5,11.0,14.0,348.75999999999993,20.0,0
CHEMBL85062,CHEMBL1929,CCCC(=O)Nc1nc(O)c2[nH]cnc2n1,100000.0,4.0,CHEMBL823474,Xanthine dehydrogenase,B,Small Molecule,3,4,3.0,5.0,103.79,3.0,1
CHEMBL330987,CHEMBL4426,Cc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccn2c1CC1CCCC1,22.0,7.657577319177793,CHEMBL760953,Phospholipase A2 group 1B,B,Small Molecule,3,2,2.0,5.0,111.1,7.0,1
CHEMBL332959,CHEMBL4426,CCc1c(C(=O)C(N)=O)c2c(OCn3ncnn3)cccn2c1Cc1ccccc1-c1ccccc1,7000.0,5.154901959985743,CHEMBL760950,Phospholipase A2 group 1B,B,Small Molecule,1,5,1.0,8.0,117.4,9.0,1
CHEMBL332959,CHEMBL4426,CCc1c(C(=O)C(N)=O)c2c(OCn3ncnn3)cccn2c1Cc1ccccc1-c1ccccc1,7000.0,5.154901959985743,CHEMBL760951,Phospholipase A2 group 1B,B,Small Molecule,1,3,1.0,8.0,117.4,9.0,1
CHEMBL62406,CHEMBL3102,O=[N+]([O-])c1cc(Cn2cc[nH]c2=S)ccc1O,30902.95,4.510000060783275,CHEMBL669437,Dopamine beta-hydroxylase,B,Small Molecule,3,1,2.0,5.0,84.09,3.0,1
CHEMBL123563,CHEMBL283,COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3c(C)noc3C)CC2C(=O)NO)cc1,3.2,8.494850021680094,CHEMBL709184,Matrix metalloproteinase 3,B,Small Molecule,1,3,2.0,9.0,159.35,6.0,1
CHEMBL339903,CHEMBL283,COc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2C(=O)NO)cc1,60.01,7.221776373233903,CHEMBL709184,Matrix metalloproteinase 3,B,Small Molecule,5,1,2.0,7.0,125.48000000000005,4.0,1
CHEMBL125672,CHEMBL283,CCCN(CC1CC1)C(=O)N1CCN(S(=O)(=O)c2ccc(OC)cc2)C(C(=O)NO)C1,65.01,7.18701983396052,CHEMBL709184,Matrix metalloproteinase 3,B,Small Molecule,5,5,2.0,6.0,119.49000000000002,8.0,1
CHEMBL340893,CHEMBL1790,O=C(c1ccc(N2CCCC2)cc1Cl)N1CCCCc2ccccc21,9.0,8.045757490560675,CHEMBL817841,Vasopressin V2 receptor,B,Small Molecule,5,1,0.0,2.0,23.550000000000004,2.0,1
CHEMBL119705,CHEMBL3890,CNC(=O)c1cc2c(Oc3ccc(-n4cncn4)cc3)cncc2s1,180.0,6.7447274948966935,CHEMBL802927,Selectin E,B,Small Molecule,5,2,1.0,7.0,81.92999999999999,4.0,1
CHEMBL119705,CHEMBL3070,CNC(=O)c1cc2c(Oc3ccc(-n4cncn4)cc3)cncc2s1,160.0,6.795880017344075,CHEMBL698938,Intercellular adhesion molecule-1,B,Small Molecule,4,3,1.0,7.0,81.92999999999999,4.0,1
CHEMBL119705,CHEMBL3735,CNC(=O)c1cc2c(Oc3ccc(-n4cncn4)cc3)cncc2s1,240.0,6.619788758288394,CHEMBL818854,Vascular cell adhesion protein 1,B,Small Molecule,2,2,1.0,7.0,81.92999999999999,4.0,1
CHEMBL117668,CHEMBL3890,COCCOCc1ccc(Oc2cncc3sc(C(N)=O)cc23)cc1,5.0,8.301029995663981,CHEMBL802927,Selectin E,B,Small Molecule,5,4,1.0,6.0,83.66999999999999,8.0,1
CHEMBL117668,CHEMBL3735,COCCOCc1ccc(Oc2cncc3sc(C(N)=O)cc23)cc1,1000.0,6.0,CHEMBL818854,Vascular cell adhesion protein 1,B,Small Molecule,4,3,1.0,6.0,83.66999999999999,8.0,1
CHEMBL440498,CHEMBL332,O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1,233.0,6.632644078973981,CHEMBL714547,Matrix metalloproteinase-1,B,Small Molecule,1,2,2.0,6.0,101.93,6.0,1
CHEMBL440498,CHEMBL321,O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1,3.0,8.522878745280337,CHEMBL715225,Matrix metalloproteinase 9,B,Small Molecule,5,1,2.0,6.0,101.93,6.0,1
CHEMBL440498,CHEMBL280,O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1,2.0,8.698970004336019,CHEMBL717016,Matrix metalloproteinase 13,B,Small Molecule,5,1,2.0,6.0,101.93,6.0,1
CHEMBL440498,CHEMBL3706,O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1,176.0,6.7544873321858505,CHEMBL812727,ADAM17,B,Small Molecule,2,4,2.0,6.0,101.93,6.0,1
CHEMBL336353,CHEMBL1871,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccccc1N(C)C)Oc1ccc(F)cc1-3,1500.0,5.823908740944319,CHEMBL647746,Androgen Receptor,B,Small Molecule,4,3,1.0,3.0,24.5,2.0,0
CHEMBL336353,CHEMBL2034,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccccc1N(C)C)Oc1ccc(F)cc1-3,320.0,6.494850021680094,CHEMBL685254,Glucocorticoid receptor,B,Small Molecule,1,5,1.0,3.0,24.5,2.0,0
CHEMBL420671,CHEMBL4481,CCOC(=O)N1CCC(Nc2cc(C)ccn2)CC1,350.0,6.455931955649724,CHEMBL701150,"Nitric oxide synthase, inducible",B,Small Molecule,2,3,1.0,4.0,54.46,3.0,1
CHEMBL420671,CHEMBL4803,CCOC(=O)N1CCC(Nc2cc(C)ccn2)CC1,50000.0,4.301029995663981,CHEMBL678077,"Nitric-oxide synthase, endothelial",B,Small Molecule,2,3,1.0,4.0,54.46,3.0,1
CHEMBL420671,CHEMBL3568,CCOC(=O)N1CCC(Nc2cc(C)ccn2)CC1,21000.0,4.6777807052660805,CHEMBL751656,"Nitric-oxide synthase, brain",B,Small Molecule,5,2,1.0,4.0,54.46,3.0,1
