molecule_chembl_id,target_chembl_id,canonical_smiles,standard_value,pIC50,assay_chembl_id,target_family,assay_type,compound_class,toxicity_risk,solubility_level,num_h_donors,num_h_acceptors,tpsa,num_rotatable_bonds,lipinski_compliant
CHEMBL324340,CHEMBL3921,Cc1ccc2oc(-c3cccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)c3)nc2c1,2500.0,5.6020599913279625,CHEMBL872937,Heparanase,B,Small Molecule,5,3,1.0,5.0,100.71,3.0,1
CHEMBL109600,CHEMBL3921,COc1ccccc1-c1ccc2oc(-c3ccc(OC)c(N4C(=O)c5ccc(C(=O)O)cc5C4=O)c3)nc2c1,9000.0,5.045757490560675,CHEMBL872937,Heparanase,B,Peptide,2,2,1.0,7.0,119.17,6.0,0
CHEMBL1202755,CHEMBL1835,CC(CCCc1cccnc1)NC(=O)c1ccc2nc3ccc(C(C)C)cc3c(=O)n2c1.Cl.Cl,1000.0,6.0,CHEMBL808532,Thromboxane-A synthase,B,Peptide,2,2,1.0,5.0,76.36,7.0,0
CHEMBL303519,CHEMBL217,c1cnc(N2CCN(Cc3cccc4c3Cc3ccccc3-4)CC2)nc1,9800.0,5.008773924307505,CHEMBL671073,Dopamine D2 receptor,B,Small Molecule,1,4,0.0,4.0,32.260000000000005,3.0,1
CHEMBL303519,CHEMBL234,c1cnc(N2CCN(Cc3cccc4c3Cc3ccccc3-4)CC2)nc1,5600.0,5.251811972993799,CHEMBL670427,Dopamine D3 receptor,B,Small Molecule,4,4,0.0,4.0,32.260000000000005,3.0,1
CHEMBL303519,CHEMBL219,c1cnc(N2CCN(Cc3cccc4c3Cc3ccccc3-4)CC2)nc1,20.0,7.698970004336019,CHEMBL676182,Dopamine D4 receptor,B,Small Molecule,4,2,0.0,4.0,32.260000000000005,3.0,1
CHEMBL415967,CHEMBL4791,O=P(O)(O)C(Cc1ccc2ccccc2c1)N[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1,45.0,7.346787486224656,CHEMBL675440,Endothelin-converting enzyme 1,B,Small Molecule,4,1,4.0,5.0,124.02,9.0,1
CHEMBL415967,CHEMBL1944,O=P(O)(O)C(Cc1ccc2ccccc2c1)N[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1,6.9,8.161150909262744,CHEMBL754363,Neprilysin,B,Small Molecule,5,4,4.0,5.0,124.02,9.0,1
CHEMBL117716,CHEMBL244,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc3ccccc3n2)NS(=O)(=O)Cc2ccccc2)C1O,44.4,7.35261702988538,CHEMBL681849,Coagulation factor X,B,Peptide,4,1,7.0,8.0,219.7,12.0,0
CHEMBL117716,CHEMBL204,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc3ccccc3n2)NS(=O)(=O)Cc2ccccc2)C1O,1270.0,5.896196279044043,CHEMBL815798,Thrombin,B,Peptide,2,4,7.0,8.0,219.7,12.0,0
CHEMBL117716,CHEMBL1801,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc3ccccc3n2)NS(=O)(=O)Cc2ccccc2)C1O,1440.0,5.841637507904751,CHEMBL764384,Plasminogen,B,Peptide,5,1,7.0,8.0,219.7,12.0,0
CHEMBL54768,CHEMBL3849,CCc1ccc(CC[C@@H]2CCC(C)(C)[C@H](OC)[C@H]2Cn2cncn2)cc1,0.01,11.0,CHEMBL705239,Cytochrome P450 51,B,Small Molecule,3,1,0.0,4.0,39.94,7.0,1
CHEMBL79902,CHEMBL2093863,COc1ccc2c(Cc3c(Cl)c[n+]([O-])cc3Cl)nnc(-c3nccs3)c2c1,4.0,8.397940008672037,CHEMBL765688,Phosphodiesterase 4,B,Small Molecule,2,4,0.0,6.0,74.84,4.0,1
CHEMBL79902,CHEMBL2093863,COc1ccc2c(Cc3c(Cl)c[n+]([O-])cc3Cl)nnc(-c3nccs3)c2c1,3.981,8.400007822415901,CHEMBL768609,Phosphodiesterase 4,B,Small Molecule,2,2,0.0,6.0,74.84,4.0,1
CHEMBL421343,CHEMBL2093863,COc1ccc2c(c1OC1CCCC1)CN(C(C)=O)N=C2Cc1c(Cl)cncc1Cl,30.0,7.522878745280337,CHEMBL765688,Phosphodiesterase 4,B,Small Molecule,2,1,0.0,5.0,64.02000000000001,5.0,0
CHEMBL82934,CHEMBL2093863,COc1ccc2c(c1)CN(C(N)=O)N=C2Cc1c(Cl)cncc1Cl,36.0,7.443697499232712,CHEMBL765688,Phosphodiesterase 4,B,Small Molecule,2,1,1.0,4.0,80.81,3.0,1
CHEMBL82934,CHEMBL2093863,COc1ccc2c(c1)CN(C(N)=O)N=C2Cc1c(Cl)cncc1Cl,36.31,7.439973751087107,CHEMBL768609,Phosphodiesterase 4,B,Small Molecule,3,2,1.0,4.0,80.81,3.0,1
CHEMBL285848,CHEMBL2094108,CCCC[C@@H](C)/C=C(C)/C=C(\C)C(=O)NC1=C[C@@](O)(/C=C/C=C/C=C/C(=O)NC2=C(O)CCC2=O)[C@@H]2O[C@@H]2C1=O,11900.0,4.924453038607469,CHEMBL681468,Protein farnesyltransferase,B,Peptide,2,2,4.0,7.0,145.33,12.0,0
CHEMBL68920,CHEMBL1913,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,100000.0,4.0,CHEMBL763442,Platelet-derived growth factor receptor beta,B,Small Molecule,1,5,3.0,4.0,82.69999999999999,3.0,1
CHEMBL68920,CHEMBL279,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,16500.0,4.782516055786093,CHEMBL816964,Vascular endothelial growth factor receptor 2,B,Small Molecule,4,2,3.0,4.0,82.69999999999999,3.0,1
CHEMBL69960,CHEMBL203,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,170.0,6.769551078621726,CHEMBL674637,Epidermal growth factor receptor erbB1,B,Small Molecule,4,2,3.0,6.0,112.24,4.0,1
CHEMBL69960,CHEMBL1913,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,20000.0,4.698970004336019,CHEMBL763442,Platelet-derived growth factor receptor beta,B,Small Molecule,4,4,3.0,6.0,112.24,4.0,1
CHEMBL69960,CHEMBL279,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,20000.0,4.698970004336019,CHEMBL816964,Vascular endothelial growth factor receptor 2,B,Small Molecule,4,1,3.0,6.0,112.24,4.0,1
CHEMBL330643,CHEMBL3974,CC(C)(C)c1ccc(Cn2c(=N)n(CC(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c3ccccc32)cc1,734.0,6.134303940083929,CHEMBL812612,Proteinase-activated receptor 1,B,Peptide,3,4,2.0,5.0,71.01,5.0,0
CHEMBL170335,CHEMBL252,C/C=C/C=C/C=C/C(=O)O[C@@H]1C=C2COC(O)[C@]2(O)[C@@]2(C)CCCC(C)(C)C12,65000.0,4.187086643357144,CHEMBL676566,Endothelin receptor ET-A,B,Small Molecule,4,3,2.0,5.0,75.99000000000001,4.0,1
CHEMBL170335,CHEMBL1785,C/C=C/C=C/C=C/C(=O)O[C@@H]1C=C2COC(O)[C@]2(O)[C@@]2(C)CCCC(C)(C)C12,21000.0,4.6777807052660805,CHEMBL671538,Endothelin receptor ET-B,B,Small Molecule,2,4,2.0,5.0,75.99000000000001,4.0,1
CHEMBL170335,CHEMBL1785,C/C=C/C=C/C=C/C(=O)O[C@@H]1C=C2COC(O)[C@]2(O)[C@@]2(C)CCCC(C)(C)C12,41000.0,4.3872161432802645,CHEMBL676633,Endothelin receptor ET-B,B,Small Molecule,1,2,2.0,5.0,75.99000000000001,4.0,1
CHEMBL69638,CHEMBL258,Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1,140.0,6.853871964321762,CHEMBL842023,Tyrosine-protein kinase LCK,B,Small Molecule,1,3,1.0,5.0,65.96000000000001,4.0,0
CHEMBL69638,CHEMBL258,Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1,1200.0,5.920818753952375,CHEMBL842015,Tyrosine-protein kinase LCK,B,Small Molecule,2,4,1.0,5.0,65.96000000000001,4.0,0
CHEMBL69638,CHEMBL258,Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1,10000.0,5.0,CHEMBL841209,Tyrosine-protein kinase LCK,B,Small Molecule,3,4,1.0,5.0,65.96000000000001,4.0,0
CHEMBL69638,CHEMBL279,Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1,7100.0,5.1487416512809245,CHEMBL817617,Vascular endothelial growth factor receptor 2,B,Small Molecule,2,1,1.0,5.0,65.96000000000001,4.0,0
CHEMBL69638,CHEMBL4128,Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1,3400.0,5.468521082957745,CHEMBL847682,Tyrosine-protein kinase TIE-2,B,Small Molecule,5,1,1.0,5.0,65.96000000000001,4.0,0
CHEMBL75193,CHEMBL4561,Cc1cc(C(=O)Nc2cc(Cl)cc(Cl)c2)nn1-c1ccccc1,759.0,6.11975822410452,CHEMBL750824,Neuropeptide Y receptor type 5,B,Small Molecule,1,4,1.0,3.0,46.92,3.0,1
CHEMBL73378,CHEMBL4561,COc1cccc(-n2nc(C(=O)Nc3cc(Cl)cc(Cl)c3)cc2C)c1,1000.0,6.0,CHEMBL750824,Neuropeptide Y receptor type 5,B,Small Molecule,1,3,1.0,4.0,56.150000000000006,4.0,1
CHEMBL65614,CHEMBL1855,CCOC(=O)c1cn(Cc2c(F)cccc2F)c2nc(-c3ccc(NC(=O)C4CC4)cc3)c(CN(C)Cc3ccccc3)n2c1=O,5.0,8.301029995663981,CHEMBL711950,Gonadotropin-releasing hormone receptor,B,Peptide,1,2,1.0,8.0,97.94,11.0,0
CHEMBL292773,CHEMBL1855,C=CC(=O)Nc1ccc(-c2nc3n(Cc4c(F)cccc4F)cc(C(=O)OCC)c(=O)n3c2CN(C)Cc2ccccc2)cc1,3.0,8.522878745280337,CHEMBL711950,Gonadotropin-releasing hormone receptor,B,Peptide,5,3,1.0,8.0,97.93999999999998,11.0,0
CHEMBL443325,CHEMBL4607,CNCC(=O)N[C@@H](CCCN=C(N)N)C(=O)N1C[C@@H]2C[C@H]1C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O)CSSC[C@H](C(=O)N[C@H](Cc1c[nH]cn1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](Cc1ccccc1)C(=O)O)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@H]1C[C@H](CN1C(=O)[C@@H](CCCN=C(N)N)NC(=O)CNC)SS2,23.0,7.638272163982407,CHEMBL647843,Angiotensin II type 2 (AT-2) receptor,B,Peptide,2,4,22.0,28.0,697.52,40.0,0
CHEMBL64616,CHEMBL1929,CCCCCCNc1nc(O)c2[nH]cnc2n1,30500.0,4.515700160653214,CHEMBL823474,Xanthine dehydrogenase,B,Small Molecule,5,4,3.0,5.0,86.72000000000001,6.0,1
CHEMBL121627,CHEMBL4426,COC(=O)COc1cccn2c(Cc3ccccc3-c3ccccc3)c(C)c(C(=O)C(N)=O)c12,8.0,8.096910013008056,CHEMBL760952,Phospholipase A2 group 1B,B,Small Molecule,1,4,1.0,6.0,100.1,8.0,1
CHEMBL304123,CHEMBL3102,S=c1[nH]ccn1Cc1ccccc1Cl,354813.39,3.44999999906189,CHEMBL669437,Dopamine beta-hydroxylase,B,Small Molecule,2,1,1.0,2.0,20.72,2.0,1
CHEMBL330844,CHEMBL4426,CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccn2c1CC1CCCCCC1,23.0,7.638272163982407,CHEMBL760952,Phospholipase A2 group 1B,B,Small Molecule,5,3,2.0,5.0,111.1,8.0,1
CHEMBL330844,CHEMBL4426,CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccn2c1CC1CCCCCC1,100.0,7.0,CHEMBL760953,Phospholipase A2 group 1B,B,Small Molecule,2,5,2.0,5.0,111.1,8.0,1
CHEMBL338077,CHEMBL283,COc1ccc(S(=O)(=O)N2CCN(C(=O)COc3ccccc3)CC2C(=O)NO)cc1,9.499,8.022322112326005,CHEMBL709184,Matrix metalloproteinase 3,B,Small Molecule,4,5,2.0,7.0,125.48000000000005,7.0,1
CHEMBL339219,CHEMBL283,COc1ccc(S(=O)(=O)N2CCN(C(=O)N3CCCCCC3)CC2C(=O)NO)cc1,54.0,7.267606240177032,CHEMBL709184,Matrix metalloproteinase 3,B,Small Molecule,4,3,2.0,6.0,119.49000000000002,4.0,1
CHEMBL423694,CHEMBL236,CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc(OC)c2)cc1,1.56,8.806875401645538,CHEMBL750418,Delta opioid receptor,B,Small Molecule,2,3,1.0,3.0,41.57000000000001,6.0,1
CHEMBL423694,CHEMBL233,CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc(OC)c2)cc1,5250.0,5.279840696594043,CHEMBL749749,Mu opioid receptor,B,Small Molecule,5,4,1.0,3.0,41.57000000000001,6.0,1
CHEMBL423694,CHEMBL237,CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc(OC)c2)cc1,10000.0,5.0,CHEMBL857684,Kappa opioid receptor,B,Small Molecule,1,1,1.0,3.0,41.57000000000001,6.0,1
CHEMBL50117,CHEMBL204,CCN(C(=O)C1=CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)C1CCCCC1,890.0,6.050609993355087,CHEMBL816447,Thrombin,B,Small Molecule,3,1,3.0,3.0,99.28,7.0,1
CHEMBL151539,CHEMBL332,CCCOc1ccc(S(=O)(=O)N2C/C(=N\OC)C[C@@H]2C(=O)NO)cc1,13.0,7.886056647693163,CHEMBL715372,Matrix metalloproteinase-1,B,Small Molecule,3,5,2.0,7.0,117.53000000000002,7.0,1
CHEMBL151539,CHEMBL333,CCCOc1ccc(S(=O)(=O)N2C/C(=N\OC)C[C@@H]2C(=O)NO)cc1,0.4,9.397940008672036,CHEMBL716610,Matrix metalloproteinase-2,B,Small Molecule,2,3,2.0,7.0,117.53000000000002,7.0,1
CHEMBL151539,CHEMBL283,CCCOc1ccc(S(=O)(=O)N2C/C(=N\OC)C[C@@H]2C(=O)NO)cc1,2.0,8.698970004336019,CHEMBL709523,Matrix metalloproteinase 3,B,Small Molecule,4,1,2.0,7.0,117.53000000000002,7.0,1
CHEMBL151539,CHEMBL4073,CCCOc1ccc(S(=O)(=O)N2C/C(=N\OC)C[C@@H]2C(=O)NO)cc1,381.0,6.419075024324381,CHEMBL713450,Matrix metalloproteinase 7,B,Small Molecule,1,3,2.0,7.0,117.53000000000002,7.0,1
CHEMBL151539,CHEMBL280,CCCOc1ccc(S(=O)(=O)N2C/C(=N\OC)C[C@@H]2C(=O)NO)cc1,1.0,9.0,CHEMBL873935,Matrix metalloproteinase 13,B,Small Molecule,5,4,2.0,7.0,117.53000000000002,7.0,1
CHEMBL118299,CHEMBL3890,CNC(=O)c1cc2c(Oc3ccc(C(C)=O)cc3)cncc2s1,21.0,7.67778070526608,CHEMBL802927,Selectin E,B,Small Molecule,3,4,1.0,5.0,68.28999999999999,4.0,1
CHEMBL118299,CHEMBL3070,CNC(=O)c1cc2c(Oc3ccc(C(C)=O)cc3)cncc2s1,40.0,7.397940008672037,CHEMBL698938,Intercellular adhesion molecule-1,B,Small Molecule,3,4,1.0,5.0,68.28999999999999,4.0,1
CHEMBL118299,CHEMBL3735,CNC(=O)c1cc2c(Oc3ccc(C(C)=O)cc3)cncc2s1,1000.0,6.0,CHEMBL818854,Vascular cell adhesion protein 1,B,Small Molecule,1,4,1.0,5.0,68.28999999999999,4.0,1
CHEMBL116958,CHEMBL3890,CNC(=O)c1cc2c(Oc3ccc(/C=C/C(=O)NCCN(CCO)CCO)cc3)cncc2s1,680.0,6.167491087293763,CHEMBL802927,Selectin E,B,Small Molecule,5,3,4.0,8.0,124.02,12.0,1
CHEMBL116958,CHEMBL3070,CNC(=O)c1cc2c(Oc3ccc(/C=C/C(=O)NCCN(CCO)CCO)cc3)cncc2s1,600.0,6.221848749616356,CHEMBL698938,Intercellular adhesion molecule-1,B,Small Molecule,2,5,4.0,8.0,124.02,12.0,1
CHEMBL116958,CHEMBL3735,CNC(=O)c1cc2c(Oc3ccc(/C=C/C(=O)NCCN(CCO)CCO)cc3)cncc2s1,1000.0,6.0,CHEMBL818854,Vascular cell adhesion protein 1,B,Small Molecule,3,2,4.0,8.0,124.02,12.0,1
CHEMBL134277,CHEMBL1871,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccsc1)Oc1ccc(F)cc1-3,215.0,6.667561540084395,CHEMBL647746,Androgen Receptor,B,Small Molecule,5,5,1.0,3.0,21.26,1.0,0
CHEMBL134277,CHEMBL2034,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccsc1)Oc1ccc(F)cc1-3,100.0,7.0,CHEMBL685254,Glucocorticoid receptor,B,Small Molecule,5,3,1.0,3.0,21.26,1.0,0
CHEMBL134277,CHEMBL1994,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccsc1)Oc1ccc(F)cc1-3,1900.0,5.721246399047171,CHEMBL729167,Mineralocorticoid receptor,B,Small Molecule,2,5,1.0,3.0,21.26,1.0,0
CHEMBL134277,CHEMBL2093866,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccsc1)Oc1ccc(F)cc1-3,3488.0,5.45742352373947,CHEMBL679016,Estrogen receptor,B,Small Molecule,5,2,1.0,3.0,21.26,1.0,0
CHEMBL137635,CHEMBL203,CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12,9300.0,5.031517051446065,CHEMBL677833,Epidermal growth factor receptor erbB1,B,Small Molecule,2,4,1.0,6.0,78.66000000000001,6.0,1
CHEMBL320290,CHEMBL4973,NC(Cc1ccnn1O)C(=O)O,430000.0,3.3665315444204134,CHEMBL680699,Excitatory amino acid transporter 2,B,Small Molecule,1,2,3.0,5.0,101.37,3.0,1
CHEMBL320290,CHEMBL2721,NC(Cc1ccnn1O)C(=O)O,1000000.0,3.0,CHEMBL680701,Excitatory amino acid transporter 3,B,Small Molecule,5,3,3.0,5.0,101.37,3.0,1
CHEMBL306988,CHEMBL203,CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1,500000.0,3.3010299956639813,CHEMBL674643,Epidermal growth factor receptor erbB1,B,Small Molecule,5,4,2.0,4.0,113.98,5.0,1
CHEMBL77085,CHEMBL203,N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-],96000.0,4.017728766960431,CHEMBL674643,Epidermal growth factor receptor erbB1,B,Small Molecule,2,1,1.0,5.0,110.95000000000002,2.0,1
CHEMBL544127,CHEMBL205,CC(C)CN(C)Cc1cc(C(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl,9.0,8.045757490560675,CHEMBL656569,Carbonic anhydrase II,B,Small Molecule,5,5,2.0,6.0,100.7,7.0,1
CHEMBL47918,CHEMBL286,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)N(C)CCN(C)C)C(C)C,30.0,7.522878745280337,CHEMBL803388,Renin,B,Peptide,4,5,2.0,8.0,120.88,23.0,0
CHEMBL47918,CHEMBL286,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)N(C)CCN(C)C)C(C)C,290.0,6.537602002101044,CHEMBL803387,Renin,B,Peptide,5,4,2.0,8.0,120.88,23.0,0
CHEMBL50217,CHEMBL286,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCc1ccccc1)C(C)C,2.2,8.657577319177793,CHEMBL803388,Renin,B,Peptide,1,2,3.0,8.0,135.66,22.0,0
CHEMBL50217,CHEMBL286,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCc1ccccc1)C(C)C,83.0,7.080921907623926,CHEMBL803387,Renin,B,Peptide,1,2,3.0,8.0,135.66,22.0,0
CHEMBL97927,CHEMBL248,O=C1C[C@H](Cc2ccccc2)N1C(=O)NCc1ccncc1,75000.0,4.1249387366083,CHEMBL675350,Leukocyte elastase,B,Small Molecule,4,3,1.0,3.0,62.3,4.0,1
CHEMBL542710,CHEMBL4803,CCCCCC1N=C(N)CC1C.Cl,243000.0,3.614393726401688,CHEMBL678360,"Nitric-oxide synthase, endothelial",B,Small Molecule,2,2,1.0,2.0,38.38,4.0,1
CHEMBL542710,CHEMBL3568,CCCCCC1N=C(N)CC1C.Cl,5370.0,5.270025714300444,CHEMBL750653,"Nitric-oxide synthase, brain",B,Small Molecule,2,2,1.0,2.0,38.38,4.0,1
CHEMBL552936,CHEMBL4481,CC1CC(N)=NC1Cc1ccccc1.Cl,3000.0,5.522878745280337,CHEMBL700508,"Nitric oxide synthase, inducible",B,Small Molecule,2,5,1.0,2.0,38.38,2.0,1
CHEMBL10395,CHEMBL4611,O=c1oc(Nc2nncs2)nc2ccccc12,62500.0,4.204119982655925,CHEMBL655961,Complement C1r,B,Small Molecule,1,3,1.0,7.0,80.91000000000001,2.0,1
CHEMBL306457,CHEMBL2413,NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1(O)CCCCC1,540.0,6.267606240177032,CHEMBL655681,C-C chemokine receptor type 1,B,Small Molecule,3,4,4.0,6.0,138.43,9.0,1
CHEMBL419526,CHEMBL279,c1ccc(-c2cnc(Nc3ccccn3)o2)cc1,1880.0,5.72584215073632,CHEMBL812621,Vascular endothelial growth factor receptor 2,B,Small Molecule,5,5,1.0,4.0,50.95,3.0,1
CHEMBL112160,CHEMBL3921,COCCNc1ccc(N2C(=O)c3ccc(C(=O)O)cc3C2=O)cc1-c1nc2cc(-c3ccccc3)ccc2o1,2000.0,5.698970004336019,CHEMBL872937,Heparanase,B,Peptide,3,1,2.0,7.0,121.97,8.0,0
CHEMBL115665,CHEMBL2094255,O=C1C(Nc2ccc(Br)cc2)=C(Cl)C(=O)c2ncncc21,15100.0,4.82102305270683,CHEMBL663875,DNA topoisomerase II,B,Small Molecule,2,2,1.0,5.0,71.95,2.0,1
CHEMBL163354,CHEMBL3402,O=c1c2ccccc2nc2ccc(-c3nn[nH]n3)cn12,280000.0,3.552841968657781,CHEMBL640398,Alkaline phosphatase placental-like,B,Small Molecule,2,2,1.0,6.0,88.83,1.0,1
CHEMBL353565,CHEMBL3402,O=C(O)c1cccn2c(=O)c3ccccc3nc12,800000.0,3.096910013008056,CHEMBL640398,Alkaline phosphatase placental-like,B,Small Molecule,3,4,1.0,4.0,71.66999999999999,1.0,1
CHEMBL56418,CHEMBL1835,COc1ccc2c(=O)n3cc(C(=O)NCCCCc4cccnc4)ccc3nc2c1,20.0,7.698970004336019,CHEMBL808532,Thromboxane-A synthase,B,Small Molecule,2,1,1.0,6.0,85.59,7.0,1
CHEMBL95560,CHEMBL333,CCCCN(CC(=O)NO)C(=O)CN(CCc1ccc(F)cc1)C(=O)Nc1ccc(Oc2ccccc2)cc1,51000.0,4.292429823902063,CHEMBL710563,Matrix metalloproteinase-2,B,Peptide,3,2,3.0,5.0,111.21000000000002,13.0,0
CHEMBL321088,CHEMBL333,CCCCCCCN(CC(=O)NO)C(=O)CN(CCCc1ccccc1)C(=O)Nc1ccc(Oc2ccccc2)cc1,150000.0,3.823908740944319,CHEMBL710563,Matrix metalloproteinase-2,B,Peptide,3,2,3.0,5.0,111.21000000000002,17.0,0
CHEMBL292943,CHEMBL219,COc1ccc(-c2cccc(CN3CCN(c4ncccn4)CC3)c2)cc1,57.0,7.244125144327507,CHEMBL676182,Dopamine D4 receptor,B,Small Molecule,2,4,0.0,5.0,41.49,5.0,1
CHEMBL92017,CHEMBL2334,O=C1C[C@H](NC(=O)[C@@H]2CS[C@H]3CC[C@H](NC(=O)OCc4ccccc4)C(=O)N32)C(O)O1,86000.0,4.0655015487564325,CHEMBL658909,Caspase-3,B,Small Molecule,1,5,3.0,8.0,134.27,5.0,1
CHEMBL67010,CHEMBL287,C/C(=N\C1CCCCC1)NC12CC3CC(CC(C3)C1)C2,72.0,7.142667503568731,CHEMBL804884,Sigma opioid receptor,B,Small Molecule,4,1,1.0,1.0,24.39,2.0,1
CHEMBL813,CHEMBL227,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,7.3,8.136677139879543,CHEMBL648564,Type-1 angiotensin II receptor,B,Small Molecule,4,3,2.0,5.0,92.42,10.0,1
CHEMBL813,CHEMBL227,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,2.0,8.698970004336019,CHEMBL648562,Type-1 angiotensin II receptor,B,Small Molecule,2,5,2.0,5.0,92.42,10.0,1
CHEMBL104450,CHEMBL3142,O=c1cc(-c2cccc(-c3ccc(O)cc3)c2)sc(N2CCOCC2)c1,350.0,6.455931955649724,CHEMBL664848,DNA-dependent protein kinase,B,Small Molecule,3,4,1.0,5.0,49.77,3.0,1
CHEMBL283778,CHEMBL1907601,O=C1NC(=O)c2c1c1c3cccnc3ccc1c1[nH]c3ccccc3c21,200.0,6.698970004336019,CHEMBL666090,Cyclin-dependent kinase 4/cyclin D1,B,Small Molecule,5,4,2.0,3.0,74.85,0.0,1
CHEMBL39572,CHEMBL2094108,SCCNCc1cc(-c2cccc3ccccc23)cc(CNCCS)n1,1900.0,5.721246399047171,CHEMBL681468,Protein farnesyltransferase,B,Small Molecule,5,5,4.0,5.0,36.95,9.0,1
CHEMBL443268,CHEMBL203,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)N(C)c2ncnc(Nc3ccc(F)c(Cl)c3)c21,5310.0,5.274905478918531,CHEMBL674637,Epidermal growth factor receptor erbB1,B,Peptide,3,3,3.0,7.0,115.48,7.0,0
CHEMBL443268,CHEMBL1913,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)N(C)c2ncnc(Nc3ccc(F)c(Cl)c3)c21,20000.0,4.698970004336019,CHEMBL763442,Platelet-derived growth factor receptor beta,B,Peptide,2,5,3.0,7.0,115.48,7.0,0
CHEMBL51663,CHEMBL3735,NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,40000.0,4.3979400086720375,CHEMBL818222,Vascular cell adhesion protein 1,B,Small Molecule,2,3,1.0,4.0,103.3,2.0,1
CHEMBL108952,CHEMBL204,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@H](CO)c1ccccc1,19.0,7.721246399047171,CHEMBL649726,Thrombin,B,Peptide,1,4,7.0,8.0,235.3,15.0,0
